ts_code,trade_date,open,high,low,close,vol,amount
600000.SH,2024-02-01,20.926998747847524,21.256998747847522,20.756998747847522,21.006998747847522,1154.0,24242.07655501604
600000.SH,2024-02-02,21.003003114794552,21.33300311479455,20.83300311479455,21.08300311479455,1161.0,24477.366616276475
600000.SH,2024-02-05,21.035743298649354,21.365743298649353,20.865743298649353,21.115743298649353,1168.0,24663.188172822443
600000.SH,2024-02-06,21.02491764323788,21.35491764323788,20.85491764323788,21.10491764323788,1175.0,24798.27823080451
600000.SH,2024-02-07,20.975020486045228,21.305020486045226,20.805020486045226,21.055020486045226,1182.0,24887.034214505456
600000.SH,2024-02-08,20.894847394096704,21.224847394096702,20.724847394096702,20.974847394096702,1189.0,24939.09355158098
600000.SH,2024-02-09,20.796526894221902,21.1265268942219,20.6265268942219,20.8765268942219,1196.0,24968.326165489394
600000.SH,2024-02-12,20.694185290747875,21.024185290747873,20.524185290747873,20.774185290747873,1203.0,24991.344904769692
600000.SH,2024-02-13,20.602391555644253,20.93239155564425,20.43239155564425,20.68239155564425,1210.0,25025.693782329545
600000.SH,2024-02-14,20.534553487110713,20.86455348711071,20.36455348711071,20.61455348711071,1217.0,25087.911593813737
600000.SH,2024-02-15,20.50144169726476,20.831441697264758,20.331441697264758,20.581441697264758,1224.0,25191.684637452065
600000.SH,2024-02-16,20.51000391737972,20.84000391737972,20.34000391737972,20.59000391737972,1231.0,25346.294822294432
600000.SH,2024-02-19,20.56260014919381,20.892600149193807,20.392600149193807,20.642600149193807,1238.0,25555.538984701932
600000.SH,2024-02-20,20.656742861505368,20.986742861505366,20.486742861505366,20.736742861505366,1245.0,25817.24486257418
600000.SH,2024-02-21,20.785370832799828,21.115370832799826,20.615370832799826,20.865370832799826,1252.0,26123.444282665383
600000.SH,2024-02-22,20.937626493639534,21.267626493639533,20.767626493639533,21.017626493639533,1259.0,26461.19175549217
600000.SH,2024-02-23,21.100051194218633,21.43005119421863,20.93005119421863,21.18005119421863,1266.0,26813.94481188079
600000.SH,2024-02-26,21.25806681473066,21.58806681473066,21.08806681473066,21.33806681473066,1273.0,27163.35905515213
600000.SH,2024-02-27,21.397580613830822,21.72758061383082,21.22758061383082,21.47758061383082,1280.0,27491.30318570345
600000.SH,2024-02-28,21.506536643672835,21.836536643672833,21.336536643672833,21.586536643672833,1287.0,27781.872660406934
600000.SH,2024-02-29,21.57624294227795,21.90624294227795,21.40624294227795,21.65624294227795,1294.0,28023.178367307664
600000.SH,2024-03-01,21.602328397794643,21.93232839779464,21.43232839779464,21.68232839779464,1301.0,28208.70924553083
600000.SH,2024-03-04,21.58522394718721,21.915223947187208,21.415223947187208,21.665223947187208,1308.0,28338.112922920867
600000.SH,2024-03-05,21.53011513606285,21.86011513606285,21.36011513606285,21.61011513606285,1315.0,28417.301403922647
600000.SH,2024-03-06,21.446371262141174,21.776371262141172,21.276371262141172,21.526371262141172,1322.0,28457.862808550628
600000.SH,2024-03-07,21.346513945739467,21.676513945739465,21.176513945739465,21.426513945739465,1329.0,28475.83703388775
600000.SH,2024-03-08,21.244838673333977,21.574838673333975,21.074838673333975,21.324838673333975,1336.0,28489.98446757419
600000.SH,2024-03-11,21.15584106310077,21.485841063100768,20.985841063100768,21.235841063100768,1343.0,28519.73454774433
600000.SH,2024-03-12,21.092621098736824,21.422621098736823,20.922621098736823,21.172621098736823,1350.0,28583.03848329471
600000.SH,2024-03-13,21.06544100324818,21.395441003248177,20.895441003248177,21.145441003248177,1357.0,28694.363441407775
600000.SH,2024-03-14,21.080595510766255,21.410595510766253,20.910595510766253,21.160595510766253,1364.0,28863.052276685168
600000.SH,2024-03-15,21.13971890377039,21.46971890377039,20.96971890377039,21.21971890377039,1371.0,29092.234617069204
600000.SH,2024-03-18,21.239605101291332,21.56960510129133,21.06960510129133,21.31960510129133,1378.0,29378.41582957945
600000.SH,2024-03-19,21.372560603885074,21.702560603885072,21.202560603885072,21.452560603885072,1385.0,29711.796436380824
600000.SH,2024-03-20,21.527251441038697,21.857251441038695,21.357251441038695,21.607251441038695,1392.0,30077.294005925865
600000.SH,2024-03-21,21.689950883865183,22.01995088386518,21.51995088386518,21.76995088386518,1399.0,30456.16128652739
600000.SH,2024-03-22,21.846050567253528,22.176050567253526,21.676050567253526,21.926050567253526,1406.0,30828.027097558457
600000.SH,2024-03-25,21.981668667918857,22.311668667918855,21.811668667918855,22.061668667918855,1413.0,31173.137827769344
600000.SH,2024-03-26,22.085178100291053,22.41517810029105,21.91517810029105,22.16517810029105,1420.0,31474.552902413292
600000.SH,2024-03-27,22.148486497105242,22.47848649710524,21.97848649710524,22.22848649710524,1427.0,31720.05023136918
600000.SH,2024-03-28,22.1679270666134,22.4979270666134,21.9979270666134,22.2479270666134,1434.0,31903.527413523614
600000.SH,2024-03-29,22.144662255414424,22.474662255414422,21.974662255414422,22.224662255414422,1441.0,32025.738310052184
600000.SH,2024-04-01,22.084555779233035,22.414555779233034,21.914555779233034,22.164555779233034,1448.0,32094.276768329433
600000.SH,2024-04-02,21.99752710928091,22.327527109280908,21.827527109280908,22.077527109280908,1455.0,32122.80194400372
600000.SH,2024-04-03,21.89645947628384,22.22645947628384,21.72645947628384,21.97645947628384,1462.0,32129.583754326974
600000.SH,2024-04-04,21.79578160576073,22.12578160576073,21.62578160576073,21.87578160576073,1469.0,32135.52317886251
600000.SH,2024-04-05,21.70987931579695,22.03987931579695,21.53987931579695,21.78987931579695,1476.0,32161.861870116296
600000.SH,2024-04-08,21.651511838329935,21.981511838329933,21.481511838329933,21.731511838329933,1483.0,32227.83205624329
600000.SH,2024-04-09,21.63040720497218,21.960407204972178,21.460407204972178,21.710407204972178,1490.0,32348.506735408544
600000.SH,2024-04-10,21.65219132587864,21.982191325878638,21.482191325878638,21.732191325878638,1497.0,32533.09041484032
600000.SH,2024-04-11,21.717768655197354,22.047768655197352,21.547768655197352,21.797768655197352,1504.0,32783.84405741682
600000.SH,2024-04-12,21.82322262323298,22.153222623232978,21.653222623232978,21.903222623232978,1511.0,33095.76938370503
600000.SH,2024-04-15,21.960246796358813,22.29024679635881,21.79024679635881,22.04024679635881,1518.0,33457.09463687267
600000.SH,2024-04-16,22.117059299960893,22.44705929996089,21.94705929996089,22.19705929996089,1525.0,33850.515432440356
600000.SH,2024-04-17,22.279699839151746,22.609699839151745,22.109699839151745,22.359699839151745,1532.0,34255.060153580474
600000.SH,2024-04-18,22.433566533292325,22.763566533292323,22.263566533292323,22.513566533292323,1539.0,34648.37889473689
600000.SH,2024-04-19,22.565023380191843,22.89502338019184,22.39502338019184,22.64502338019184,1546.0,35009.20614577659
600000.SH,2024-04-22,22.66290139050904,22.99290139050904,22.49290139050904,22.74290139050904,1553.0,35319.72585946054
600000.SH,2024-04-23,22.71972813831204,23.049728138312037,22.549728138312037,22.799728138312037,1560.0,35567.57589576678
600000.SH,2024-04-24,22.732550371361803,23.0625503713618,22.5625503713618,22.8125503713618,1567.0,35747.26643192394
600000.SH,2024-04-25,22.703259123155195,23.033259123155194,22.533259123155194,22.783259123155194,1574.0,35860.849859846276
600000.SH,2024-04-26,22.63838153640842,22.96838153640842,22.46838153640842,22.71838153640842,1581.0,35917.76120906171
600000.SH,2024-04-29,22.54836231532315,22.878362315323148,22.378362315323148,22.628362315323148,1588.0,35933.83935673316
600000.SH,2024-04-30,22.44641390875829,22.77641390875829,22.27641390875829,22.52641390875829,1595.0,35929.630184469475
600000.SH,2024-05-01,22.347062003166318,22.677062003166316,22.177062003166316,22.427062003166316,1602.0,35928.15332907244
600000.SH,2024-05-02,22.264546446314814,22.594546446314812,22.094546446314812,22.344546446314812,1609.0,35952.37523212053
600000.SH,2024-05-03,22.211253637876183,22.54125363787618,22.04125363787618,22.29125363787618,1616.0,36022.66587880791
600000.SH,2024-05-06,22.196352958903397,22.526352958903395,22.026352958903395,22.276352958903395,1623.0,36154.52085230021
